Title,Year,Certificate,Length,Genre,Rating
The Wounds,1998,R,103,"Comedy, Crime, Drama            ",8.0
The Best Little Whorehouse in Texas,1982,R,114,"Comedy, Musical            ",6.0
Outside Providence,1999,PG-13,96,"Comedy, Drama, Romance            ",6.4
Pelle the Conqueror,1987,R,157,Drama            ,7.8
Gods Pocket,2014,Approved,88,"Crime, Drama            ",6.1
The Pride of the Yankees,1942,Not Rated,128,"Biography, Drama, Romance            ",7.6
Copenhagen,2014,Passed,98,"Adventure, Drama, Romance            ",7.0
The Naked Spur,1953,PG,91,"Drama, Thriller, Western            ",7.3
"Whats Up, Tiger Lily?",1966,Approved,80,"Adventure, Comedy, Crime            ",5.8
Destry Rides Again,1939,R,95,"Comedy, Western            ",7.6
Tai Chi Master,1993,Not Rated,96,"Action, Comedy, Drama            ",7.2
Ajab Prem Ki Ghazab Kahani,2009,Not Rated,150,"Action, Comedy, Musical            ",6.4
Wetlands,2013,R,109,"Comedy, Drama            ",5.8
Shampoo,1975,Approved,110,"Comedy, Drama            ",6.4
River of No Return,1954,PG-13,91,"Action, Adventure, Drama            ",6.6
The Third Half,2012,R,113,"Drama, History, Romance            ",7.4
The Private Life of Sherlock Holmes,1970,PG,125,"Adventure, Comedy, Crime            ",7.0
Eulogy,2004,PG-13,91,"Comedy, Drama            ",6.4
Norma Rae,1979,PG,114,Drama            ,7.3
"Love, Wedding, Marriage",2011,Unrated,90,"Comedy, Romance            ",4.8
Places in the Heart,1984,Not Rated,111,Drama            ,7.4
"Patrik, Age 1.5",2008,PG-13,103,"Comedy, Drama, Romance            ",6.9
New York,2009,NC-17,153,"Crime, Drama, Thriller            ",6.8
One Chance,2013,Not Rated,103,"Biography, Comedy, Drama            ",6.8
Law of Desire,1987,Not Rated,102,"Comedy, Drama, Thriller            ",7.1
Band Baaja Baaraat,2010,PG-13,139,"Comedy, Drama, Romance            ",7.2
Asterix in Britain,1986,R,79,"Animation, Adventure, Comedy            ",7.1
Gemide,1998,R,102,"Crime, Drama            ",7.9
Why Did I Get Married Too?,2010,R,121,"Comedy, Drama, Romance            ",4.7
Incir Reçeli,2011,R,94,"Drama, Romance            ",6.5
Ca$h,2010,PG,108,"Crime, Thriller            ",5.9
Magic Magic,2013,Not Rated,97,"Drama, Horror, Thriller            ",5.0
The Weight of Water,2000,G,114,"Crime, Drama, Mystery            ",5.8
Balkan Spy,1984,Not Rated,95,"Comedy, Drama            ",8.8
"My Son, My Son, What Have Ye Done",2009,R,91,"Drama, Thriller            ",6.1
The Secret of Moonacre,2008,R,103,"Adventure, Family, Fantasy            ",6.0
Lady Snowblood,1973,PG,97,"Action, Crime, Drama            ",7.6
Support Your Local Sheriff!,1969,R,92,"Comedy, Western            ",7.5
NH 10,2015,G,115,"Action, Crime, Drama            ",7.2
The Samaritan,2012,R,90,"Action, Crime, Drama            ",5.6
The Monster,1994,PG,112,"Comedy, Crime, Mystery            ",7.3
Charley Varrick,1973,Not Rated,111,"Crime, Drama, Thriller            ",7.5
Blue in the Face,1995,Not Rated,83,Comedy            ,6.6
Phir Hera Pheri,2006,Passed,153,"Comedy, Crime            ",7.2
The Raven,1963,R,86,"Comedy, Fantasy, Horror            ",6.5
Shanghai,2010,PG-13,105,"Crime, Drama, Mystery            ",6.4
Jane Eyre,1996,PG-13,112,"Drama, Romance            ",6.8
"Turn Me On, Dammit!",2011,PG-13,76,"Comedy, Romance            ",6.3
The Misfortunates,2009,R,108,"Comedy, Drama            ",7.3
I Walked with a Zombie,1943,PG,69,"Drama, Fantasy, Horror            ",7.0
Summer with Monika,1953,PG,96,"Drama, Romance            ",7.5
House II: The Second Story,1987,R,88,"Comedy, Fantasy, Horror            ",5.4
Fullmetal Alchemist the Movie: Conqueror of Shamballa,2005,Not Rated,105,"Animation, Action, Adventure            ",7.3
Damsels in Distress,2011,R,99,"Comedy, Drama, Romance            ",5.8
Night Moves,1975,Not Rated,100,"Crime, Drama, Mystery            ",7.1
Cool as Ice,1991,NC-17,91,"Comedy, Drama, Music            ",2.9
The Babe,1992,PG,115,"Biography, Drama, Sport            ",5.9
Restoration,1995,PG,117,"Biography, Drama, History            ",6.6
We Are the Best!,2013,PG,102,"Drama, Music            ",7.1
Boy Wonder,2010,R,93,"Action, Crime, Drama            ",6.8
Human Capital,2013,PG,111,"Crime, Drama            ",7.2
Beyond the Valley of the Dolls,1970,PG-13,109,"Comedy, Drama, Music            ",6.1
Whos That Girl,1987,R,92,"Comedy, Music, Romance            ",4.8
Suburban Commando,1991,Not Rated,90,"Action, Comedy, Sci-Fi            ",4.6
Mr. Nanny,1993,PG-13,84,"Action, Comedy, Family            ",3.8
Action Jackson,1988,PG,96,"Action, Comedy, Crime            ",5.5
Yol,1982,R,107,Drama            ,8.0
Osama,2003,R,83,Drama            ,7.3
The Dead,2010,R,105,"Action, Adventure, Drama            ",5.7
The Dark Valley,2014,Not Rated,115,"Action, Drama, Western            ",7.1
Flowers in the Attic,1987,Approved,93,"Drama, Mystery, Thriller            ",5.7
First Kid,1996,Approved,101,"Comedy, Family            ",5.2
Ill Sleep When Im Dead,2003,PG-13,103,"Crime, Drama, Mystery            ",5.8
Zombie Nation,2004,Unrated,81,Horror            ,1.5
Five Times Two,2004,PG,90,"Drama, Romance            ",6.6
Neon Genesis Evangelion: Death & Rebirth,1997,PG-13,101,"Animation, Action, Drama            ",7.2
The Mark of Zorro,1940,PG-13,94,"Action, Adventure, Family            ",7.5
The Dam Busters,1955,PG,105,"Drama, History, War            ",7.4
Hush,1998,R,96,"Drama, Thriller            ",5.4
Election,2005,PG-13,101,"Crime, Drama, Thriller            ",7.1
Mac and Me,1988,R,99,"Adventure, Comedy, Family            ",3.4
In the Mix,2005,R,95,"Comedy, Crime, Drama            ",2.9
Mozart and the Whale,2005,R,94,"Comedy, Drama, Romance            ",6.7
Bob the Gambler,1956,R,98,"Crime, Drama, Thriller            ",7.6
The Good Night,2007,Not Rated,93,"Comedy, Drama, Fantasy            ",5.7
Spare Parts,2015,PG-13,114,"Biography, Drama, History            ",7.2
Pumpkin,2002,R,113,"Comedy, Drama, Romance            ",6.1
Trespass,1992,Not Rated,101,"Action, Thriller            ",6.3
Dahmer,2002,R,101,"Biography, Crime, Drama            ",5.6
C.H.U.D.,1984,Approved,88,"Horror, Sci-Fi            ",5.6
Love,2011,Passed,84,"Drama, Music, Sci-Fi            ",5.4
Amityville II: The Possession,1982,R,104,Horror            ,5.6
The Killing of a Chinese Bookie,1976,R,135,"Crime, Drama, Thriller            ",7.3
Gamle mænd i nye biler,2002,Not Rated,95,"Action, Comedy, Crime            ",6.7
House of 9,2005,R,90,"Drama, Horror, Mystery            ",5.3
House of D,2004,PG-13,97,"Comedy, Drama            ",6.8
The Babymakers,2012,R,95,Comedy            ,5.0
The Assignment,1997,R,115,"Action, Crime, Thriller            ",6.8
Written on the Wind,1956,Not Rated,99,Drama            ,7.4
Life Stinks,1991,PG-13,92,Comedy            ,5.9
The Power of One,1992,PG-13,127,"Drama, Sport            ",7.1
The D Train,2015,R,101,"Comedy, Drama            ",5.1
Candyman: Farewell to the Flesh,1995,R,95,"Horror, Thriller            ",5.2
Slim Susie,2003,Not Rated,97,"Comedy, Crime, Mystery            ",6.9
Tom and Huck,1995,PG,97,"Adventure, Comedy, Drama            ",5.5
Going My Way,1944,Passed,126,"Comedy, Drama, Music            ",7.0
Hannah Arendt,2012,Not Rated,113,"Biography, Drama            ",7.1
"The Long, Hot Summer",1958,Not Rated,115,Drama            ,7.3
The Little Foxes,1941,Approved,116,"Drama, Romance            ",7.9
The Hamiltons,2006,R,86,"Drama, Horror, Thriller            ",5.0
Belle Epoque,1992,R,109,"Comedy, Drama, Romance            ",7.1
Ip Man: The Final Fight,2013,PG-13,100,"Action, Biography, Drama            ",6.1
Wizards,1977,PG,80,"Animation, Adventure, Fantasy            ",6.3
Troop Beverly Hills,1989,PG,105,"Adventure, Comedy            ",5.9
Simon,2004,TV-MA,102,"Comedy, Drama            ",7.8
The Wanderers,1979,R,112,"Crime, Drama, Romance            ",7.3
A Chorus Line,1985,PG-13,113,"Drama, Music, Musical            ",6.2
Hell Baby,2013,R,98,"Comedy, Horror            ",4.9
Tinker Bell and the Lost Treasure,2009,G,81,"Animation, Adventure, Family            ",6.6
The Program,1993,R,112,"Action, Drama, Romance            ",6.5
The Pretty One,2013,R,90,"Comedy, Drama            ",6.3
Othello,1995,R,123,"Drama, Romance            ",6.8
Dark Angel,1990,R,91,"Action, Crime, Horror            ",6.1
Eva,2011,PG-13,94,"Drama, Fantasy, Romance            ",6.6
Big Top Pee-wee,1988,PG,86,"Adventure, Comedy, Romance            ",5.1
Orpheus,1950,Not Rated,112,"Drama, Fantasy, Romance            ",7.9
Brat 2,2000,PG,122,"Action, Crime, Drama            ",7.6
The Odessa File,1974,PG-13,130,"Drama, Thriller            ",7.0
Vamps,2012,R,92,"Comedy, Horror, Romance            ",5.3
La Cage aux Folles,1978,Not Rated,97,Comedy            ,7.2
Bad Guy,2001,R,100,"Drama, Romance            ",6.6
Class,1983,Not Rated,98,"Comedy, Drama, Romance            ",6.0
Pandoras Box,1929,Unrated,109,"Crime, Drama, Romance            ",7.8
Emmanuelle,1974,PG,95,"Drama, Romance            ",5.2
Trail of the Pink Panther,1982,G,96,"Comedy, Crime, Mystery            ",4.8
"Watch Out, Were Mad",1974,R,102,"Action, Comedy            ",7.3
Waiting to Exhale,1995,R,124,"Comedy, Drama, Romance            ",6.0
Bang Boom Bang - Ein todsicheres Ding,1999,R,110,"Action, Comedy, Crime            ",7.5
The Anniversary Party,2001,PG-13,115,"Comedy, Drama, Romance            ",6.3
I Hope They Serve Beer in Hell,2009,G,105,Comedy            ,5.2
Lights Out,2016,R,81,"Horror, Mystery            ",6.3
Rio Lobo,1970,R,114,"Drama, War, Western            ",6.7
Merantau,2009,R,134,"Action, Drama, Thriller            ",6.7
Reprise,2006,Not Rated,105,Drama            ,7.3
Little Fish,2005,PG-13,114,"Crime, Drama, Romance            ",6.2
Peepli [Live],2010,Not Rated,95,"Comedy, Drama            ",7.4
Here on Earth,2000,R,96,"Drama, Romance            ",5.2
Still Walking,2008,R,115,Drama            ,7.9
The Greatest,2009,Unrated,99,"Drama, Romance            ",6.6
Shining Through,1992,PG-13,132,"Drama, Romance, Thriller            ",6.4
Cat City,1986,PG,96,"Animation, Adventure, Comedy            ",8.3
Mothers Day,2016,R,118,"Comedy, Drama, Romance            ",5.6
See Spot Run,2001,R,94,"Action, Comedy, Crime            ",5.4
The Emerald Forest,1985,R,114,"Action, Adventure, Drama            ",6.9
Dot the I,2003,Unrated,92,"Drama, Romance, Thriller            ",6.7
Mystery Team,2009,TV-MA,97,"Comedy, Crime, Mystery            ",6.6
Begotten,1989,PG,72,"Fantasy, Horror            ",5.6
Survival Island,2005,Not Rated,95,"Drama, Thriller            ",4.9
The Air Up There,1994,Not Rated,107,"Comedy, Family, Sport            ",5.6
Satya,1998,Not Rated,170,"Action, Crime, Drama            ",8.3
Billu,2009,Approved,137,"Comedy, Drama            ",6.4
Gunda,1998,R,129,"Action, Comedy, Crime            ",7.3
Viva Zapata!,1952,PG-13,113,"Biography, Drama, History            ",7.3
Blackthorn,2011,R,102,"Action, Adventure, Drama            ",6.5
The Black Balloon,2008,Not Rated,97,"Drama, Romance            ",7.2
Innocent Blood,1992,R,112,"Action, Comedy, Crime            ",6.2
Escape from Tomorrow,2013,R,90,"Comedy, Drama, Horror            ",5.1
Little Ashes,2008,R,112,"Biography, Drama, History            ",6.4
"Surfer, Dude",2008,Approved,85,Comedy            ,4.6
True Legend,2010,PG-13,115,"Action, Drama, History            ",6.4
Dark Victory,1939,Not Rated,104,"Drama, Romance            ",7.4
Paper Heart,2009,Approved,88,"Comedy, Drama, Romance            ",6.0
A Foxs Tale,2008,Passed,85,"Animation, Adventure, Family            ",1.3
Samurai Rebellion,1967,PG-13,128,Drama            ,8.3
Father Goose,1964,Approved,118,"Adventure, Comedy, Romance            ",7.3
The Band Wagon,1953,Approved,112,"Comedy, Musical, Romance            ",7.4
Madeas Witness Protection,2012,R,114,"Comedy, Crime, Drama            ",4.9
Sands of Iwo Jima,1949,Not Rated,100,"Action, Drama, Romance            ",7.0
Lust for Life,1956,Not Rated,122,"Biography, Drama            ",7.3
Time of the Wolf,2003,R,114,Drama            ,6.5
Bachna Ae Haseeno,2008,R,152,"Comedy, Drama, Romance            ",6.2
Taxi,2015,R,82,"Comedy, Drama            ",7.3
Wake of Death,2004,Unrated,91,"Action, Adventure, Drama            ",5.5
SubUrbia,1996,PG-13,121,"Comedy, Drama            ",6.7
Cell,2016,R,98,"Action, Adventure, Horror            ",4.4
Next Door,2005,Not Rated,75,"Horror, Mystery, Thriller            ",6.4
Indochine,1992,Not Rated,160,"Drama, Romance, War            ",7.0
Highwaymen,2004,R,80,"Action, Crime, Horror            ",5.6
The Forsaken,2001,R,90,"Action, Horror, Thriller            ",5.3
The Inglorious Bastards,1978,R,99,"Action, Adventure, War            ",6.5
Ernest Goes to Jail,1990,PG,81,"Comedy, Crime, Family            ",5.4
Demonic,2015,R,83,"Horror, Mystery, Thriller            ",5.3
The Great White Hype,1996,R,91,"Comedy, Sport            ",5.5
Boot Camp,2008,Not Rated,99,"Crime, Drama, Mystery            ",5.8
The Long Riders,1980,R,100,"Biography, Crime, Drama            ",6.9
London to Brighton,2006,R,85,"Crime, Drama, Thriller            ",6.9
A Special Day,1977,Approved,106,Drama            ,8.1
.45,2006,R,101,"Crime, Drama, Thriller            ",5.5
Undertow,2004,R,108,"Drama, Thriller            ",6.5
Dirty Deeds,2005,PG-13,87,Comedy            ,5.7
Love Exposure,2008,Unrated,237,"Action, Comedy, Drama            ",8.0
CB4,1993,R,89,"Comedy, Music            ",6.2
An Awkward Sexual Adventure,2012,Not Rated,98,"Comedy, Romance            ",6.1
Train of Life,1998,R,103,"Comedy, Drama, War            ",7.6
The First Day of the Rest of Your Life,2008,Not Rated,114,Drama            ,7.6
Humpty Sharma Ki Dulhania,2014,R,133,"Comedy, Drama, Romance            ",6.0
Afternoon Delight,2013,PG-13,98,"Comedy, Drama            ",5.7
Night of the Templar,2012,Unrated,101,"Horror, Mystery            ",3.7
Amos & Andrew,1993,Approved,96,"Comedy, Crime            ",5.7
Mephisto,1981,R,146,Drama            ,7.7
The Enemy Below,1957,R,98,"Action, Adventure, Drama            ",7.4
The Lair of the White Worm,1988,PG-13,93,"Comedy, Horror            ",6.0
Kokowääh,2011,Not Rated,126,Comedy            ,6.3
Cut Bank,2014,R,93,"Crime, Drama, Mystery            ",6.1
Soul Survivors,2001,R,84,"Horror, Mystery, Thriller            ",3.9
Cold Fish,2010,Unrated,146,"Crime, Drama, Horror            ",7.1
Incendiary,2008,Not Rated,96,"Drama, Romance, Thriller            ",5.8
Nurse,2013,PG,84,"Horror, Thriller            ",4.5
Love Songs,2007,PG,91,"Drama, Musical, Romance            ",7.0
The Duke of Burgundy,2014,Passed,104,"Drama, Romance            ",6.5
Young Einstein,1988,Passed,91,Comedy            ,5.2
The Candidate,1972,R,110,"Comedy, Drama            ",7.0
Our Hospitality,1923,Not Rated,65,"Comedy, Romance, Thriller            ",7.8
Heaven Can Wait,1943,Not Rated,112,"Comedy, Drama, Fantasy            ",7.4
Someone to Watch Over Me,1987,PG-13,106,"Crime, Drama, Romance            ",6.1
Embrace of the Serpent,2015,PG-13,125,"Adventure, Biography, Drama            ",7.8
A Heart in Winter,1992,R,105,"Drama, Music, Romance            ",7.6
Submarino,2010,R,105,Drama            ,7.5
The Odd Couple II,1998,PG,97,"Adventure, Comedy            ",6.4
Love and Honor,2013,R,100,"Drama, Romance, War            ",5.7
Resurrection,1999,R,108,"Crime, Drama, Horror            ",6.1
Santas Slay,2005,Not Rated,78,"Comedy, Fantasy, Horror            ",5.3
Camp Nowhere,1994,R,96,"Adventure, Comedy, Family            ",6.0
Scum,1979,Not Rated,98,"Crime, Drama            ",7.6
The Beast of War,1988,Not Rated,111,"Adventure, Drama, War            ",7.3
7aum Arivu,2011,PG,168,"Action, Sci-Fi, Thriller            ",6.6
Chatroom,2010,R,97,"Drama, Horror, Thriller            ",5.4
Mary Kom,2014,PG-13,122,"Action, Biography, Drama            ",6.8
Ballad of a Soldier,1959,R,88,"Drama, Romance, War            ",8.2
The Little Vampire,2000,Passed,95,"Adventure, Comedy, Family            ",5.7
Passion Play,2010,PG,94,"Drama, Fantasy, Horror            ",4.5
City Hunter,1993,Not Rated,100,"Action, Comedy, Crime            ",6.3
Winter Passing,2005,Unrated,98,"Comedy, Drama            ",6.2
The Hound of the Baskervilles,1939,R,80,"Crime, Horror, Mystery            ",7.4
Without a Clue,1988,Approved,107,"Comedy, Crime, Mystery            ",6.9
The Last Winter,2006,PG,101,"Horror, Mystery, Thriller            ",5.5
The Eighth Day,1996,PG,118,"Comedy, Drama            ",7.5
Tokyo!,2008,Approved,112,"Comedy, Drama, Fantasy            ",7.0
Martin,1977,Not Rated,95,"Drama, Horror            ",7.0
The Fountainhead,1949,Not Rated,114,"Drama, Romance            ",7.0
RocketMan,1997,Not Rated,95,"Comedy, Family, Sci-Fi            ",5.9
Crime Busters,1977,R,98,"Action, Comedy, Adventure            ",7.1
"Sorry, Wrong Number",1948,G,89,"Drama, Film-Noir, Mystery            ",7.3
Mangal Pandey,2005,R,150,"Biography, Drama, History            ",6.5
Aftershock,2010,R,135,"Drama, History            ",7.5
In Search of a Midnight Kiss,2007,Not Rated,90,"Comedy, Romance            ",7.2
Lovelorn,2005,Not Rated,142,Drama            ,7.8
Another Day in Paradise,1998,R,101,"Crime, Drama, Thriller            ",6.5
Black Beauty,1994,R,88,"Adventure, Drama, Family            ",6.6
One False Move,1991,R,105,"Crime, Drama, Thriller            ",7.1
Red Hill,2010,R,95,"Drama, Thriller, Western            ",6.3
The Trouble with Terkel,2004,R,77,"Animation, Comedy, Musical            ",7.1
The Element of Crime,1984,Not Rated,104,"Crime, Drama, Thriller            ",6.7
Mother of Tears,2007,Unrated,102,"Drama, Horror, Thriller            ",5.0
The Other Side of the Door,2016,R,96,"Horror, Thriller            ",5.3
Minis First Time,2006,PG-13,91,"Comedy, Crime, Drama            ",5.8
Panic,2000,PG,88,"Comedy, Crime, Drama            ",6.7
Its All About Love,2003,PG-13,106,"Drama, Romance, Sci-Fi            ",5.3
Hey Ram,2000,PG,186,"Crime, Drama, History            ",7.9
StreetDance 2,2012,R,85,"Drama, Music, Romance            ",5.6
Time to Leave,2005,Approved,81,Drama            ,7.1
The Man Who Copied,2003,R,124,"Comedy, Crime, Drama            ",7.6
Home Fries,1998,PG,91,"Comedy, Drama, Romance            ",5.1
Vice Versa,1988,PG-13,98,"Comedy, Fantasy            ",5.9
Chicken with Plums,2011,16+,93,"Comedy, Drama            ",7.0
Tender Mercies,1983,PG-13,92,"Drama, Music            ",7.3
Once Upon a Time in China II,1992,R,113,"Action, Adventure, Biography            ",7.3
Mr. & Mrs. Smith,1941,Not Rated,95,"Comedy, Romance            ",6.3
Who Finds a Friend Finds a Treasure,1981,PG-13,108,"Adventure, Comedy, Action            ",7.1
Smiley,2012,Passed,95,"Horror, Mystery, Thriller            ",3.4
The Visitors II: The Corridors of Time,1998,G,118,"Comedy, Fantasy            ",6.1
A Better Tomorrow II,1987,Not Rated,105,"Action, Crime, Drama            ",7.2
The Killing Gene,2007,R,104,"Crime, Drama, Horror            ",5.7
Paa,2009,PG-13,133,"Comedy, Drama            ",7.1
Shotgun Stories,2007,G,92,"Drama, Thriller            ",7.1
Escape to Witch Mountain,1975,PG-13,97,"Adventure, Family, Fantasy            ",6.3
Eddie,1996,R,100,"Comedy, Sport            ",5.2
Final Girl,2015,Not Rated,84,"Horror, Thriller            ",4.7
Wrong,2012,PG-13,94,"Comedy, Mystery            ",6.2
The Vatican Tapes,2015,Not Rated,91,"Horror, Thriller            ",4.7
Broken Blossoms or the Yellow Man and the Girl,1919,R,90,"Drama, Romance            ",7.2
The Singing Detective,2003,R,109,"Comedy, Crime, Musical            ",5.4
Avenging Angelo,2002,Not Rated,97,"Action, Comedy, Crime            ",5.1
Anything for Her,2008,R,96,"Crime, Drama, Thriller            ",7.1
Ashes and Diamonds,1958,R,103,"Drama, Romance, War            ",7.7
Trust,1990,Approved,107,"Comedy, Crime, Drama            ",7.4
The Details,2011,Not Rated,101,"Comedy, Drama            ",6.1
Bell Book and Candle,1958,Approved,106,"Comedy, Fantasy, Romance            ",6.8
Blackmail,1929,Not Rated,85,"Crime, Drama, Thriller            ",6.9
Quatermass and the Pit,1967,Not Rated,97,"Horror, Mystery, Sci-Fi            ",7.0
Bol,2011,PG,151,Drama            ,8.2
After Life,1998,R,119,"Drama, Fantasy            ",7.6
Cirque du Soleil: Worlds Away,2012,PG-13,91,Fantasy            ,6.7
Numb,2007,R,93,"Comedy, Drama, Romance            ",6.5
Vavien,2009,R,100,"Comedy, Drama, Thriller            ",7.5
Baggage Claim,2013,Not Rated,96,"Comedy, Romance            ",5.1
Drug War,2012,Not Rated,107,"Action, Crime, Drama            ",7.0
Mustafa Hakkinda Hersey,2004,PG,119,"Drama, Thriller            ",7.5
Cold Comes the Night,2013,R,90,"Action, Crime, Mystery            ",5.7
Dumplings,2004,PG,91,"Drama, Horror            ",6.7
Chachi 420,1997,Not Rated,155,"Comedy, Drama, Family            ",7.4
Josh,2000,R,162,"Action, Drama, Musical            ",6.1
The Missouri Breaks,1976,PG-13,126,"Drama, Western            ",6.5
No Entry,2005,Approved,158,"Comedy, Drama, Musical            ",6.6
Uncommon Valor,1983,R,105,"Action, Drama, Thriller            ",6.3
Shadows,1958,R,87,"Drama, Music, Romance            ",7.2
Mere Brother Ki Dulhan,2011,R,139,"Comedy, Drama, Family            ",5.9
Fled,1996,Not Rated,98,"Action, Adventure, Crime            ",5.4
Father of Invention,2010,R,93,"Comedy, Drama            ",5.7
The Nuns Story,1959,PG,149,Drama            ,7.5
Shes So Lovely,1997,R,100,"Drama, Romance            ",5.9
Nil by Mouth,1997,R,128,Drama            ,7.3
Kids in the Hall: Brain Candy,1996,R,89,Comedy            ,6.9
The Barefoot Contessa,1954,R,128,"Crime, Drama, Mystery            ",6.9
Stander,2003,R,111,"Action, Biography, Crime            ",7.1
Ed,1996,R,94,"Comedy, Family, Sport            ",2.7
Personal Effects,2009,PG-13,111,"Drama, Romance            ",6.2
Paid in Full,2002,Not Rated,97,"Action, Crime, Drama            ",7.0
A Midnight Clear,1992,R,108,"Drama, War            ",7.1
Sleepaway Camp II: Unhappy Campers,1988,PG,80,"Comedy, Horror            ",5.5
Catacombs,2007,R,100,"Horror, Thriller            ",4.5
The Night Flier,1997,PG,97,"Fantasy, Horror, Mystery            ",6.0
Circle of Friends,1995,PG,103,"Drama, Romance            ",6.6
Like Someone in Love,2012,PG,109,Drama            ,7.0
DeepStar Six,1989,Not Rated,99,"Action, Horror, Sci-Fi            ",5.3
Leonard Part 6,1987,PG,85,"Action, Comedy, Sci-Fi            ",2.2
Foxfire,1996,Not Rated,102,"Drama, Romance            ",6.1
Cop & ½,1993,PG,97,"Comedy, Crime, Family            ",4.1
My Bodyguard,1980,PG,102,"Comedy, Drama, Family            ",7.1
"Oh, God!",1977,R,98,"Comedy, Fantasy            ",6.6
Wuthering Heights,2011,R,129,"Drama, Romance            ",6.0
Free Willy 3: The Rescue,1997,Approved,86,"Adventure, Drama, Family            ",4.7
The Collector,1965,PG,119,"Drama, Thriller            ",7.5
Allan Quatermain and the Lost City of Gold,1986,PG,99,"Action, Adventure, Comedy            ",4.5
September,1987,Not Rated,83,Drama            ,6.5
Your Friends and Neighbors,1998,R,100,"Comedy, Drama, Romance            ",6.3
Kicking and Screaming,1995,R,96,"Comedy, Drama, Romance            ",6.7
The Sea Hawk,1940,PG,127,"Action, Adventure, History            ",7.6
Airport 1975,1974,Passed,107,"Action, Drama, Thriller            ",5.7
Salmer fra kjøkkenet,2003,R,95,"Comedy, Drama            ",7.3
Greed,1924,PG-13,140,"Drama, Thriller, Western            ",8.0
The Son,2002,PG-13,99,"Drama, Mystery            ",7.5
Monsters: Dark Continent,2014,Not Rated,119,"Action, Drama, Horror            ",4.3
The Draughtsmans Contract,1982,PG-13,108,"Comedy, Drama, Mystery            ",7.2
My Favorite Year,1982,Not Rated,92,"Comedy, Drama            ",7.3
My Favorite Wife,1940,Approved,88,"Comedy, Romance            ",7.3
Günesi Gördüm,2009,PG-13,120,Drama            ,6.6
Dead & Buried,1981,R,94,"Horror, Mystery            ",6.5
The Ramen Girl,2008,R,102,"Comedy, Drama, Romance            ",6.3
Words and Pictures,2013,R,111,"Comedy, Drama, Romance            ",6.6
Shanghai,2012,R,120,"Crime, Drama, Mystery            ",7.3
The Most Dangerous Game,1932,Not Rated,63,"Action, Adventure, Horror            ",7.1
Mouchette,1967,R,81,Drama            ,7.7
Black Sabbath,1963,PG-13,97,Horror            ,7.0
Career Opportunities,1991,TV-MA,83,"Comedy, Romance            ",5.8
Belly,1998,R,96,"Crime, Drama            ",6.2
The Fourth Protocol,1987,R,119,Thriller            ,6.5
Avanti!,1972,R,144,"Comedy, Romance            ",7.2
The Crow: Wicked Prayer,2005,R,99,"Action, Adventure, Comedy            ",3.0
Resolution,2012,PG-13,93,"Drama, Horror, Mystery            ",6.4
Rio Lobo,1970,G,114,"Drama, War, Western            ",6.7
Merantau,2009,R,134,"Action, Drama, Thriller            ",6.7
Reprise,2006,R,105,Drama            ,7.3
Little Fish,2005,R,114,"Crime, Drama, Romance            ",6.2
Peepli [Live],2010,Not Rated,95,"Comedy, Drama            ",7.4
Here on Earth,2000,PG-13,96,"Drama, Romance            ",5.2
Still Walking,2008,Not Rated,115,Drama            ,7.9
The Greatest,2009,R,99,"Drama, Romance            ",6.6
Shining Through,1992,R,132,"Drama, Romance, Thriller            ",6.4
Cat City,1986,Unrated,96,"Animation, Adventure, Comedy            ",8.3
Mothers Day,2016,PG-13,118,"Comedy, Drama, Romance            ",5.6
See Spot Run,2001,PG,94,"Action, Comedy, Crime            ",5.4
The Emerald Forest,1985,R,114,"Action, Adventure, Drama            ",6.9
Dot the I,2003,R,92,"Drama, Romance, Thriller            ",6.7
Mystery Team,2009,R,97,"Comedy, Crime, Mystery            ",6.6
Begotten,1989,Unrated,72,"Fantasy, Horror            ",5.6
Survival Island,2005,TV-MA,95,"Drama, Thriller            ",4.9
The Air Up There,1994,PG,107,"Comedy, Family, Sport            ",5.6
Satya,1998,Not Rated,170,"Action, Crime, Drama            ",8.3
Billu,2009,Not Rated,137,"Comedy, Drama            ",6.4
Gunda,1998,Not Rated,129,"Action, Comedy, Crime            ",7.3
Viva Zapata!,1952,Approved,113,"Biography, Drama, History            ",7.3
Blackthorn,2011,R,102,"Action, Adventure, Drama            ",6.5
The Black Balloon,2008,PG-13,97,"Drama, Romance            ",7.2
Innocent Blood,1992,R,112,"Action, Comedy, Crime            ",6.2
Escape from Tomorrow,2013,Not Rated,90,"Comedy, Drama, Horror            ",5.1
Little Ashes,2008,R,112,"Biography, Drama, History            ",6.4
"Surfer, Dude",2008,R,85,Comedy            ,4.6
True Legend,2010,R,115,"Action, Drama, History            ",6.4
Dark Victory,1939,Approved,104,"Drama, Romance            ",7.4
Paper Heart,2009,PG-13,88,"Comedy, Drama, Romance            ",6.0
A Foxs Tale,2008,Not Rated,85,"Animation, Adventure, Family            ",1.3
Samurai Rebellion,1967,Approved,128,Drama            ,8.3
Father Goose,1964,Passed,118,"Adventure, Comedy, Romance            ",7.3
The Band Wagon,1953,PG-13,112,"Comedy, Musical, Romance            ",7.4
Madeas Witness Protection,2012,Approved,114,"Comedy, Crime, Drama            ",4.9
Sands of Iwo Jima,1949,Approved,100,"Action, Drama, Romance            ",7.0
Lust for Life,1956,R,122,"Biography, Drama            ",7.3
