Title,Year,Certificate,Length,Genre,Rating
Crystal Fairy & the Magical Cactus,2013,Not Rated,98,"Adventure, Comedy, Drama            ",5.9
This Christmas,2007,R,117,"Comedy, Drama, Romance            ",6.3
Beyond the Black Rainbow,2010,R,110,"Horror, Mystery, Sci-Fi            ",5.9
Black Rock,2012,Unrated,83,"Horror, Thriller            ",4.8
Aankhen,2002,PG,165,"Crime, Drama, Thriller            ",7.4
Empire,2002,R,90,"Crime, Drama, Thriller            ",5.9
Foxy Brown,1974,R,92,"Action, Crime, Thriller            ",6.5
Before I Disappear,2014,Not Rated,93,"Adventure, Drama            ",7.2
Man of the House,1995,Not Rated,96,"Comedy, Family            ",5.2
The Best Man,1999,R,120,"Comedy, Drama, Romance            ",6.7
The Mangler,1995,PG-13,106,"Horror, Mystery            ",4.4
Exam,2006,Unrated,120,"Comedy, Drama            ",6.6
Truth or Die,2012,R,96,"Horror, Mystery            ",5.6
Perdita Durango,1997,PG-13,129,"Action, Crime, Horror            ",6.3
The Body,2001,R,109,"Drama, Mystery, Romance            ",5.3
Dracula: Prince of Darkness,1966,PG-13,90,Horror            ,6.6
Dont Come Knocking,2005,Not Rated,122,"Drama, Music            ",6.6
The Honeymooners,2005,Unrated,90,"Comedy, Family, Romance            ",3.4
The Order,2001,G,89,"Action, Adventure, Comedy            ",4.6
Prelude to a Kiss,1992,PG,105,"Comedy, Fantasy, Romance            ",5.6
Cars of the Revolution,2008,Not Rated,120,Drama            ,8.0
Let the Bullets Fly,2010,R,132,"Action, Comedy, Drama            ",7.3
God Help the Girl,2014,PG-13,112,"Drama, Music, Romance            ",6.4
The Greatest Story Ever Told,1965,G,260,"Biography, Drama, History            ",6.5
The Song of Sparrows,2008,PG-13,96,"Drama, Family            ",7.9
Fukrey,2013,Approved,139,"Comedy, Drama, Romance            ",6.9
Eden,2012,Unrated,98,"Crime, Drama, Thriller            ",6.6
Suburban Girl,2007,Not Rated,97,"Comedy, Drama, Romance            ",5.4
Easter Parade,1948,R,103,"Musical, Romance            ",7.3
After Last Season,2009,R,93,"Drama, Sci-Fi, Thriller            ",1.6
Le Mans,1971,R,106,"Action, Adventure, Drama            ",6.7
The Hedgehog,2009,PG-13,100,Drama            ,7.3
Fortress of War,2010,Not Rated,138,"Action, Drama, History            ",7.4
Bad Country,2014,Unrated,95,"Action, Crime, Drama            ",5.8
Dogfight,1991,Approved,94,"Comedy, Drama, Romance            ",7.3
The Bridge at Remagen,1969,G,115,"Action, Drama, War            ",6.7
Joyful Noise,2012,PG-13,118,"Comedy, Drama, Music            ",5.7
Big Deal on Madonna Street,1958,Unrated,106,"Comedy, Crime            ",7.9
The Tribe,2014,Not Rated,126,"Crime, Drama            ",7.0
That Touch of Mink,1962,PG,99,"Comedy, Romance            ",6.6
The Winslow Boy,1999,R,104,"Drama, Romance            ",7.3
High Spirits,1988,PG,99,"Comedy, Fantasy            ",5.7
Witchfinder General,1968,R,86,"Drama, Horror            ",6.7
Save the Green Planet!,2003,R,118,"Comedy, Crime, Drama            ",7.2
Duma,2005,Not Rated,100,"Adventure, Drama, Family            ",7.2
Hero Wanted,2008,R,94,"Action, Crime, Thriller            ",5.6
Julia,1977,PG-13,117,Drama            ,7.1
The Package,1989,G,108,"Action, Crime, Drama            ",6.4
Black Widow,1987,R,102,"Crime, Drama, Mystery            ",6.4
The Dirty Picture,2011,Passed,145,"Biography, Comedy, Drama            ",6.6
The Players,2012,Not Rated,109,Comedy            ,5.3
Project A 2,1987,R,101,"Action, Comedy, Crime            ",7.0
Scrooge,1970,R,113,"Drama, Family, Fantasy            ",7.5
Northmen: A Viking Saga,2014,PG,97,"Action, Drama, History            ",5.4
Mutluluk,2007,Passed,105,Drama            ,7.5
Dr. Jekyll and Mr. Hyde,1941,PG-13,113,"Drama, Horror, Sci-Fi            ",6.8
Young and Innocent,1937,R,83,"Crime, Mystery, Romance            ",6.8
Why Stop Now?,2012,R,85,"Comedy, Drama            ",5.5
Demons 2,1986,Not Rated,92,Horror            ,5.9
The Front,1976,PG,95,Drama            ,7.3
The Winter War,1989,R,199,"Drama, History, War            ",7.6
Battle for Haditha,2007,PG,97,"Drama, History, War            ",6.9
The Buddy Holly Story,1978,PG-13,114,"Biography, Drama, Music            ",7.2
Head Above Water,1996,R,92,"Comedy, Thriller            ",6.0
Liberty Stands Still,2002,Not Rated,96,"Action, Drama, Thriller            ",5.7
Ishqiya,2010,Unrated,118,"Comedy, Drama, Romance            ",7.3
Boogeyman 2,2007,M,93,"Drama, Horror, Thriller            ",5.0
Cactus Flower,1969,R,104,"Comedy, Romance            ",7.2
So Close,2002,PG,111,"Action, Crime, Thriller            ",6.6
The Last Wave,1977,PG-13,106,"Drama, Fantasy, Mystery            ",6.9
Repossessed,1990,R,80,"Comedy, Fantasy, Horror            ",4.8
The Veteran,2011,R,98,"Action, Crime, Thriller            ",5.8
Il Mare,2000,Unrated,105,"Drama, Fantasy, Romance            ",7.5
Lawn Dogs,1997,TV-MA,101,Drama            ,7.4
Eternity and a Day,1998,R,137,Drama            ,7.9
Prey,2007,R,92,"Adventure, Drama, Horror            ",4.7
Frankensteins Army,2013,PG,84,"Horror, Sci-Fi            ",5.4
Irina Palm,2007,R,103,"Comedy, Drama            ",7.2
Gone in 60 Seconds,1974,R,98,"Action, Crime, Drama            ",6.3
Red Scorpion,1988,R,105,"Action, Adventure            ",5.2
Essential Killing,2010,PG,83,"Action, Thriller, War            ",6.1
Beyond the Reach,2014,R,91,"Action, Adventure, Thriller            ",5.6
The Adventures of Huck Finn,1993,PG,108,"Adventure, Comedy, Drama            ",6.2
Magic,1978,R,107,"Drama, Horror            ",6.8
The House of Mirth,2000,PG,135,"Romance, Drama            ",7.0
The Liability,2012,R,82,"Comedy, Crime, Thriller            ",5.9
Fire and Ice,1983,R,81,"Animation, Adventure, Fantasy            ",6.5
Blink,1993,G,106,"Crime, Drama, Mystery            ",6.2
Bullet,1996,PG,96,"Action, Crime, Drama            ",6.4
Pinocchio,2002,R,108,"Comedy, Family, Fantasy            ",4.3
Tales from the Crypt,1972,R,92,"Drama, Horror, Mystery            ",6.9
The Brothers McMullen,1995,R,98,"Comedy, Drama, Romance            ",6.6
Wedlock,1991,Approved,101,"Action, Crime, Drama            ",5.9
She Hate Me,2004,Passed,138,"Comedy, Drama            ",5.3
Ivanhoe,1952,R,106,"Adventure, Drama, Romance            ",6.7
Brute Force,1947,M/PG,98,"Crime, Drama, Film-Noir            ",7.6
Flying Swords of Dragon Gate,2011,Unrated,122,"Action, Adventure            ",5.9
The Swimmer,1968,R,95,Drama            ,7.6
Topkapi,1964,Approved,120,"Adventure, Comedy, Crime            ",6.9
Qayamat Se Qayamat Tak,1988,R,162,"Drama, Musical, Romance            ",7.4
Playing God,1997,Not Rated,94,"Crime, Drama, Thriller            ",5.6
The Robe,1953,PG-13,135,"Drama, History, Romance            ",6.7
The Dentist,1996,R,92,"Horror, Thriller            ",5.4
6 Years,2015,R,79,"Drama, Romance            ",5.6
Good Deeds,2012,Approved,110,"Drama, Romance            ",5.7
Ryans Daughter,1970,R,200,"Drama, Romance            ",7.4
Remember,2015,PG,94,"Drama, Mystery, Thriller            ",7.5
Blackboard Jungle,1955,Not Rated,101,"Crime, Drama            ",7.4
The Ballad of Cable Hogue,1970,R,121,"Comedy, Drama, Romance            ",7.2
Something Wicked This Way Comes,1983,PG,95,"Fantasy, Mystery, Thriller            ",6.7
Anniyan,2005,Approved,181,"Action, Crime, Drama            ",8.3
Rapid Fire,1992,R,95,"Action, Crime, Drama            ",6.3
The Wind and the Lion,1975,Not Rated,119,"Action, Adventure, Drama            ",6.8
Tarantula,1955,R,80,"Horror, Sci-Fi            ",6.4
The Disappearance of Eleanor Rigby: Him,2013,R,89,"Drama, Romance            ",6.8
We Are the Night,2010,Unrated,99,"Drama, Fantasy, Horror            ",6.2
The Sentinel,1977,R,92,Horror            ,6.3
Booty Call,1997,PG,79,"Comedy, Romance            ",5.4
The War Wagon,1967,PG-13,101,"Drama, Western            ",6.8
Control,2004,Approved,104,"Action, Crime, Thriller            ",6.2
Smokey and the Bandit Part 3,1983,Not Rated,85,"Action, Comedy, Crime            ",3.5
Superfast!,2015,PG,99,Comedy            ,4.1
Picnic,1955,Not Rated,115,"Drama, Romance            ",7.0
+1,2013,R,96,"Romance, Sci-Fi, Thriller            ",5.5
Sidekicks,1992,R,101,"Action, Adventure, Comedy            ",5.1
Fantomas,1964,Passed,104,"Adventure, Comedy, Crime            ",6.9
Butterfly,1999,R,96,"Drama, War            ",7.6
In Fear,2013,Not Rated,85,"Horror, Mystery, Thriller            ",5.4
Duel in the Sun,1946,Not Rated,129,"Drama, Romance, Western            ",6.7
Dolls,1986,Approved,77,Horror            ,6.3
Cure,1997,G,111,"Crime, Horror, Mystery            ",7.5
Love Is All,2007,Not Rated,110,"Comedy, Romance            ",7.0
Somersault,2004,R,106,"Drama, Romance            ",6.7
Son of Frankenstein,1939,R,99,"Drama, Horror, Sci-Fi            ",7.1
1776,1972,PG,141,"Drama, Family, History            ",7.6
St Trinians 2: The Legend of Frittons Gold,2009,Approved,106,"Adventure, Comedy, Family            ",5.3
The Names of Love,2010,Not Rated,100,"Comedy, Drama, Romance            ",7.1
Man About Town,2006,R,96,"Comedy, Drama            ",5.5
Dragon Ball Z: Revival Fusion,1995,PG,51,"Animation, Action, Sci-Fi            ",7.6
The Curse of Frankenstein,1957,PG-13,82,"Horror, Sci-Fi, Thriller            ",7.0
What Have I Done to Deserve This?,1984,R,101,"Comedy, Drama            ",7.1
The Osterman Weekend,1983,R,103,"Action, Drama, Thriller            ",5.8
Yu-Gi-Oh!: The Movie - Pyramid of Light,2004,Not Rated,90,"Animation, Action, Adventure            ",4.9
Street Fighter II: The Animated Movie,1994,R,102,"Animation, Action, Adventure            ",7.2
Max,2002,R,106,"Drama, War            ",6.4
Laid to Rest,2009,Not Rated,90,"Horror, Thriller            ",5.2
The Raven,1943,R,92,"Crime, Drama, Mystery            ",7.8
Burying the Ex,2014,R,89,"Comedy, Horror, Romance            ",5.4
Life Partners,2014,R,93,"Comedy, Drama, Romance            ",6.2
The Firemens Ball,1967,Not Rated,73,"Comedy, Drama            ",7.4
Onegin,1999,R,106,"Drama, Romance            ",6.8
Shattered,1991,Not Rated,98,"Crime, Drama, Mystery            ",6.5
Wake Wood,2009,PG-13,90,"Drama, Horror, Thriller            ",5.5
Phantom,2015,Not Rated,136,"Action, Drama, Thriller            ",5.9
Ju-On: The Grudge 2,2003,R,92,"Drama, Fantasy, Horror            ",6.3
Two Women,1960,R,101,"Drama, War            ",7.7
The Magician,1958,Not Rated,101,"Comedy, Drama            ",7.6
A Murder of Crows,1998,R,102,"Action, Crime, Thriller            ",6.3
Surf Ninjas,1993,PG,87,"Action, Adventure, Comedy            ",5.0
Ghost Dad,1990,PG,83,"Comedy, Family, Fantasy            ",4.4
Gamers,2006,Not Rated,84,Comedy            ,5.4
Seven Chances,1925,Passed,56,"Comedy, Romance            ",7.8
CBGB,2013,R,102,"Crime, Drama, Music            ",6.6
The Decline of the American Empire,1986,R,101,"Comedy, Drama            ",7.1
Bodyguards and Assassins,2009,Not Rated,139,"Action, Drama, History            ",6.8
The Call of Cthulhu,2005,Not Rated,47,"Horror, Mystery            ",7.1
Ironweed,1987,R,143,Drama            ,6.7
Fear Clinic,2014,R,95,Horror            ,4.2
Best Laid Plans,1999,R,92,"Crime, Drama, Thriller            ",6.1
Aitraaz,2004,Not Rated,160,"Drama, Romance, Thriller            ",6.6
Doctor Dolittle,1967,Approved,152,"Adventure, Comedy, Family            ",6.1
Le Doulos,1962,Not Rated,108,"Crime, Thriller            ",7.7
Miracle Mile,1988,R,87,"Action, Drama, Romance            ",7.0
Cría Cuervos,1976,PG,105,Drama            ,7.9
Jury Duty,1995,PG-13,88,Comedy            ,4.3
Vision Quest,1985,R,107,"Drama, Romance, Sport            ",6.6
George Washington,2000,Not Rated,89,Drama            ,7.2
Odd Man Out,1947,Not Rated,116,"Crime, Drama, Film-Noir            ",7.6
Karthik Calling Karthik,2010,R,135,"Drama, Mystery, Romance            ",7.1
Leprechaun 2,1994,AO,85,"Comedy, Fantasy, Horror            ",4.6
Reefer Madness,1936,R,66,"Comedy, Crime, Drama            ",3.7
Banshee Chapter,2013,R,87,"Horror, Mystery, Sci-Fi            ",5.4
Heavy Metal 2000,2000,PG-13,88,"Animation, Action, Adventure            ",5.4
Griffin & Phoenix,2006,R,102,"Comedy, Drama, Romance            ",6.9
Bat*21,1988,PG-13,105,"Drama, War            ",6.5
Nuns on the Run,1990,Not Rated,89,"Comedy, Crime            ",6.0
The Shop on Main Street,1965,PG-13,128,"Drama, War            ",8.2
Kickin It Old Skool,2007,R,107,"Comedy, Sport            ",4.6
In My Fathers Den,2004,R,127,"Drama, Mystery, Thriller            ",7.4
Jesus Son,1999,R,107,Drama            ,6.9
The Connection,2014,R,135,"Action, Crime, Thriller            ",7.1
Dedication,2007,TV-PG,95,"Comedy, Drama, Romance            ",6.6
Monster a Go-Go,1965,Passed,68,"Horror, Sci-Fi            ",1.8
Rabbit Without Ears 2,2009,R,124,"Comedy, Romance            ",5.6
For Whom the Bell Tolls,1943,R,170,"Adventure, Drama, History            ",6.8
Soldiers of Fortune,2012,R,94,"Action, Thriller            ",4.3
High School,2010,Unrated,99,Comedy            ,5.7
Rush,1991,R,120,"Action, Crime, Drama            ",6.7
All About Lily Chou-Chou,2001,R,146,"Crime, Drama, Music            ",7.5
My Name Is Joe,1998,PG,105,"Drama, Romance            ",7.4
The Slumber Party Massacre,1982,R,77,Horror            ,5.6
Never Cry Wolf,1983,R,105,"Adventure, Drama            ",7.5
The Dogs of War,1980,Not Rated,102,"Action, Adventure, Drama            ",6.3
The Zodiac,2005,R,92,"Crime, Drama, Horror            ",5.3
Cherrybomb,2009,Not Rated,76,"Action, Drama, Romance            ",5.9
Mike and Dave Need Wedding Dates,2016,R,98,"Comedy, Romance            ",6.0
Nayakan,1987,Not Rated,145,"Crime, Drama            ",8.6
Dheepan,2015,Passed,115,"Crime, Drama            ",7.2
Hungama,2003,R,153,"Comedy, Drama, Romance            ",7.6
A Dogs Will,2000,Not Rated,104,"Comedy, Drama, Fantasy            ",8.6
Calamity Jane,1953,PG,101,"Musical, Romance, Western            ",7.2
Deuces Wild,2002,PG-13,96,"Action, Drama            ",5.6
The Earrings of Madame De...,1953,Unrated,105,"Drama, Romance            ",7.9
Futureworld,1976,NC-17,108,"Sci-Fi, Thriller            ",5.7
The Cowboy Way,1994,PG,102,"Action, Comedy, Crime            ",5.9
The Russians Are Coming the Russians Are Coming,1966,R,126,"Comedy, War            ",7.0
Asterix and Obelix: Mansion of the Gods,2014,PG-13,85,"Animation, Adventure, Comedy            ",6.9
Bent,1997,R,105,"Drama, History, Romance            ",7.1
The Last Tycoon,1976,Not Rated,123,"Drama, Romance            ",6.2
Drowning by Numbers,1988,Not Rated,118,"Comedy, Drama            ",7.2
The Last Five Years,2014,TV-PG,94,"Comedy, Drama, Musical            ",5.8
The Big Bang,2010,Passed,101,"Action, Crime, Mystery            ",5.4
Antibodies,2005,PG-13,127,"Crime, Drama, Horror            ",6.9
Satantango,1994,Not Rated,439,Drama            ,8.2
Dragon Ball Z: Broly - The Legendary Super Saiyan,1993,Not Rated,72,"Animation, Action, Fantasy            ",7.4
Dodsworth,1936,R,101,"Drama, Romance            ",7.8
Kukushka,2002,R,99,"Comedy, Drama, War            ",7.7
The Battery,2012,R,101,"Adventure, Drama, Horror            ",6.3
Asterix Versus Caesar,1985,PG,79,"Animation, Adventure, Comedy            ",6.8
Life Is Sweet,1990,Not Rated,103,"Comedy, Drama            ",7.4
Exposed,2016,R,102,"Crime, Drama, Mystery            ",4.3
I Served the King of England,2006,Approved,113,"Comedy, Drama, Romance            ",7.3
The Champ,1979,PG,121,"Drama, Sport            ",6.8
Patiala House,2011,Approved,140,"Drama, Sport            ",5.6
Innocent Voices,2004,PG-13,120,"Drama, Thriller, War            ",7.8
In Harms Way,1965,R,165,"Drama, Romance, War            ",7.3
Fandango,1985,Unrated,91,"Comedy, Drama            ",6.7
Sahara,1943,G,97,"Action, Drama, War            ",7.5
Reconstruction,2003,R,90,"Drama, Romance            ",7.3
Winged Creatures,2008,R,100,"Crime, Drama            ",5.6
The Crazy Stranger,1997,Approved,102,"Comedy, Drama, Music            ",7.6
Everyones Hero,2006,Approved,87,"Animation, Adventure, Comedy            ",5.7
Going Places,1974,Not Rated,117,"Action, Comedy, Crime            ",7.2
Eyes of Laura Mars,1978,Not Rated,104,"Mystery, Thriller            ",6.2
The Glenn Miller Story,1954,Unrated,115,"Biography, Drama, Music            ",7.3
The Fall of the Roman Empire,1964,Passed,188,"Drama, History, War            ",6.7
Maine Pyar Kiya,1989,R,192,"Drama, Musical, Romance            ",7.3
Megan Is Missing,2011,Not Rated,85,"Drama, Horror, Thriller            ",4.6
The Servant,1963,PG-13,116,Drama            ,7.8
This Gun for Hire,1942,PG-13,81,"Crime, Drama, Film-Noir            ",7.4
Even Cowgirls Get the Blues,1993,R,106,"Comedy, Drama, Romance            ",4.3
The Burma Conspiracy,2011,Passed,114,"Action, Adventure, Thriller            ",6.1
A Letter to Three Wives,1949,Passed,103,"Comedy, Drama, Romance            ",7.7
The Thieves,2012,Not Rated,135,"Action, Comedy, Crime            ",6.8
Appleseed Alpha,2014,PG-13,93,"Animation, Action, Adventure            ",6.5
Boxcar Bertha,1972,R,88,"Crime, Drama, Romance            ",6.0
2:37,2006,Not Rated,91,Drama            ,6.8
The Rose,1979,R,125,"Drama, Music, Romance            ",6.9
Beat the Devil,1953,Approved,89,"Action, Adventure, Comedy            ",6.4
You Are the Apple of My Eye,2011,R,109,"Comedy, Drama, Romance            ",7.6
Sniper: Reloaded,2011,TV-14,91,"Action, Drama, Thriller            ",5.4
Metropia,2009,Not Rated,86,"Animation, Drama, Mystery            ",6.2
Suicide Room,2011,Not Rated,110,"Drama, Thriller            ",6.6
Alice in the Cities,1974,Not Rated,113,Drama            ,7.9
The Scent of Green Papaya,1993,PG-13,104,"Drama, Music, Romance            ",7.3
Out to Sea,1997,R,106,"Comedy, Romance            ",6.1
O Lucky Man!,1973,R,178,"Comedy, Drama, Fantasy            ",7.6
Rosewood,1997,R,140,"Action, Drama, History            ",7.2
Invasion U.S.A.,1985,R,107,"Action, Thriller            ",5.4
Santa Claus Is a Stinker,1982,Not Rated,88,Comedy            ,7.5
12 and Holding,2005,PG-13,94,Drama            ,7.4
Were No Angels,1955,Not Rated,106,"Comedy, Crime, Romance            ",7.4
The Pallbearer,1996,PG-13,98,"Comedy, Romance            ",5.0
Waqt: The Race Against Time,2005,PG-13,153,"Comedy, Drama, Family            ",6.7
